City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,dudinka,69.4058,86.1778,-5.18,90,100,12.52,RU,1699543197
362,novouzensk,50.4592,48.1431,9.64,72,100,10.22,RU,1699543720
363,magadan,59.5667,150.8,-18.58,81,3,3.03,RU,1699543720
364,palompon,11.0508,124.3843,26.57,84,0,2.58,PH,1699543721
365,san patricio,28.017,-97.5169,27.92,77,100,4.49,US,1699543239
366,semdinli,37.3051,44.5742,16.02,51,100,3.16,TR,1699543721
367,taroa,8.7058,171.2275,25.87,93,100,6.7,MH,1699543721
368,mili,6.0815,171.735,25.43,96,100,3.5,MH,1699543721
369,urucui,-7.2294,-44.5561,36.54,33,2,4.34,BR,1699543722
370,piacabucu,-10.4056,-36.4344,29.68,54,43,6.2,BR,1699543722
371,badger,64.8,-147.5333,3.14,63,100,5.66,US,1699543211
372,hobyo,5.3505,48.5268,27.66,77,88,8.51,SO,1699543250
373,labytnangi,66.6572,66.4183,-2.4,97,100,2.78,RU,1699543230
374,choyr,46.3611,108.3611,-19.97,88,4,1.67,MN,1699543723
375,palikir - national government center,6.9248,158.1611,26.41,89,100,3.09,FM,1699543347
376,grand falls-windsor,48.9332,-55.6649,2.5,92,100,4.02,CA,1699543408
377,moab,38.5733,-109.5498,1.45,56,0,1.15,US,1699543441
378,kudahuvadhoo,2.6708,72.8944,28.29,70,59,2.36,MV,1699543723
379,fort st. john,56.2499,-120.8529,-2.06,86,75,5.14,CA,1699543057
380,swakopmund,-22.6833,14.5333,18.88,74,16,2.68,NA,1699543356
381,plouguerneau,48.6,-4.5,10.23,87,75,5.66,FR,1699543599
382,babol,36.5513,52.679,16.04,55,7,1.43,IR,1699543724
383,manavalakurichi,8.1333,77.3,26.92,82,99,2.05,IN,1699543724
384,horta,38.5333,-28.6333,20.8,94,75,9.39,PT,1699543725
385,guaruja,-23.9931,-46.2564,29.91,26,0,2.68,BR,1699543725
386,dewas,22.9667,76.0667,24.1,41,0,2.83,IN,1699543725
387,las tablas,7.7667,-80.2833,28.77,75,100,4.81,PA,1699543372
388,mizdah,31.4451,12.9801,24.86,39,0,4.14,LY,1699543725
389,saint-pierre,-21.3393,55.4781,25.82,73,0,1.54,RE,1699543303
390,qianzhou,28.3167,109.7167,16.38,90,100,3.58,CN,1699543726
391,frontignan,43.4485,3.754,16.97,70,100,6.77,FR,1699543726
392,shizuishan,39.2333,106.7694,-2.05,24,68,3.67,CN,1699543726
393,gorno-altaysk,51.9561,85.955,0.29,84,90,1.34,RU,1699543727
394,jayapura,-2.5333,140.7,25.4,87,100,3.38,ID,1699543727
395,buckeye,33.3703,-112.5838,19.45,29,0,1.54,US,1699543448
396,gebeit,21.0667,36.3167,21.65,68,33,9.08,SD,1699543727
397,zambezi,-13.5432,23.1047,28.64,44,90,1.43,ZM,1699543727
398,sao jose da coroa grande,-8.8978,-35.1478,29.06,53,24,5.56,BR,1699543362
399,fountain,38.6822,-104.7008,4.36,80,75,5.14,US,1699543728
400,knyaze-volkonskoye,48.4642,135.4567,-5.0,92,100,2.24,RU,1699543418
401,puerto baquerizo moreno,-0.9,-89.6,24.55,94,100,6.17,EC,1699543376
402,jiaojiang,28.6803,121.4428,20.0,97,100,0.61,CN,1699543728
403,nuuk,64.1835,-51.7216,-2.66,80,75,3.09,GL,1699543729
404,kapuskasing,49.4169,-82.4331,-2.95,93,100,4.12,CA,1699543274
405,cidreira,-30.1811,-50.2056,18.53,94,100,4.93,BR,1699543394
406,namsos,64.4662,11.4957,4.03,75,0,4.63,NO,1699543729
407,yuncheng,35.0231,110.9928,10.31,45,97,2.9,CN,1699543730
408,taguatinga,-12.3857,-46.5711,36.6,25,27,2.23,BR,1699543730
409,jiangzi,28.95,89.6333,-1.2,51,21,3.11,CN,1699543730
410,hanzhong,33.0728,107.0303,14.6,74,100,1.26,CN,1699543730
411,farafangana,-22.8167,47.8333,25.23,83,100,7.29,MG,1699543731
412,kalispell,48.1958,-114.3129,0.98,88,0,0.0,US,1699543731
413,mokhotlong,-29.2894,29.0675,21.02,30,48,7.61,LS,1699543731
414,cosne-cours-sur-loire,47.3333,3.1667,11.34,82,42,8.44,FR,1699543731
415,zhangjiakou,40.81,114.8794,-6.27,30,1,4.64,CN,1699543732
416,midvagur,62.0511,-7.1939,7.46,81,100,7.72,FO,1699543380
417,lianran,24.9227,102.485,12.3,80,4,0.99,CN,1699543732
418,mount pearl,47.5166,-52.7813,6.36,98,100,6.17,CA,1699543302
419,lockwood,45.8191,-108.4149,2.02,61,0,3.6,US,1699543242
420,beacon square,28.2086,-82.7554,27.77,71,33,1.79,US,1699543732
421,mumbwa,-14.9783,27.0619,27.44,44,73,2.84,ZM,1699543733
422,trincomalee,8.5711,81.2335,27.63,79,8,3.18,LK,1699543261
423,zebbug,35.8719,14.4411,21.88,73,40,3.6,MT,1699543733
424,galliano,29.4422,-90.2992,26.0,73,0,3.09,US,1699543733
425,klaksvik,62.2266,-6.589,7.51,88,98,14.1,FO,1699543253
426,conduaga,8.862,117.4893,26.49,85,48,1.06,PH,1699543734
427,reggane,26.7158,0.1714,34.02,12,38,6.71,DZ,1699543368
428,dakhla,23.6848,-15.958,20.63,72,0,8.69,EH,1699543734
429,nanlong,31.3533,106.0631,18.15,77,48,1.89,CN,1699543735
430,tangalle,6.024,80.7911,24.09,94,100,3.41,LK,1699543735
431,doctor juan leon mallorquin,-25.4,-55.2667,22.85,88,100,3.05,PY,1699543736
432,mastic beach,40.7668,-72.8521,13.88,83,100,3.09,US,1699543737
433,acajutla,13.5928,-89.8275,29.23,66,53,0.72,SV,1699543738
434,urumqi,43.801,87.6005,3.53,42,0,1.0,CN,1699543738
435,aginskoye,51.1,114.53,-14.52,94,83,2.2,RU,1699543739
436,shindand,33.3029,62.1474,14.1,35,0,6.53,AF,1699543739
437,tofol,5.3248,163.0078,28.27,80,100,6.37,FM,1699543308
438,pemba,-12.974,40.5178,28.39,78,40,6.17,MZ,1699543739
439,swidwin,53.7746,15.7767,9.98,62,100,6.87,PL,1699543739
440,maues,-3.3836,-57.7186,36.87,33,6,2.06,BR,1699543740
441,arar,30.9753,41.0381,26.01,15,0,2.06,SA,1699543740
442,nouadhibou,20.931,-17.0347,22.99,60,17,7.2,MR,1699543256
443,amos,48.5669,-78.1162,-3.95,92,100,3.43,CA,1699543740
444,murudeshwara,14.0943,74.4845,26.36,85,71,0.89,IN,1699543741
445,quixeramobim,-5.1992,-39.2928,36.01,25,0,4.39,BR,1699543677
446,sinnar,13.5691,33.5672,34.04,36,60,2.78,SD,1699543741
447,riyadh,24.6877,46.7219,26.08,23,0,2.99,SA,1699543653
448,lichinga,-13.3128,35.2406,25.05,61,75,4.63,MZ,1699543741
449,aqadyr,48.2553,72.8483,5.7,71,100,7.2,KZ,1699543742
450,freetown,8.484,-13.2299,28.85,70,100,3.77,SL,1699543743
451,tocopilla,-22.092,-70.1979,21.11,66,89,0.96,CL,1699543743
452,medvezh'yegorsk,62.9167,34.4667,-1.44,85,84,1.42,RU,1699543743
453,maebaru-chuo,33.55,130.2,18.82,91,100,2.19,JP,1699543744
454,sandakan,5.8402,118.1179,26.82,94,20,1.54,MY,1699543744
455,tura,25.5198,90.2201,18.57,69,7,1.43,IN,1699543251
456,queenstown,-31.8976,26.8753,24.14,35,2,6.32,ZA,1699543223
457,olinda,-8.0089,-34.8553,29.85,62,20,5.66,BR,1699543745
458,melfort,52.8667,-104.6177,-1.93,93,100,4.63,CA,1699543628
459,le port,-20.9373,55.2919,26.0,98,94,2.21,RE,1699543745
460,roma,43.2128,-75.4557,9.93,93,100,3.6,US,1699543746
461,zhosaly,45.4878,64.0781,10.18,66,9,3.17,KZ,1699543746
462,mramani,-12.3464,44.5286,27.05,79,15,3.25,KM,1699543746
463,azul,-36.777,-59.8585,21.8,28,4,2.7,AR,1699543275
464,paciran,-6.8767,112.3761,27.16,76,100,2.32,ID,1699543747
465,karacasu,37.7282,28.6057,17.8,63,7,2.19,TR,1699543747
466,calama,-22.4667,-68.9333,25.27,10,0,7.2,CL,1699543747
467,shush,32.1942,48.2436,26.84,26,0,1.9,IR,1699543748
468,ar rutbah,33.0381,40.2848,23.41,23,3,1.23,IQ,1699543748
469,imperatriz,-5.5264,-47.4917,34.48,37,100,2.49,BR,1699543748
470,sao tome,0.3365,6.7273,25.41,90,97,3.18,ST,1699543749
471,manicore,-5.8092,-61.3003,37.55,34,19,1.87,BR,1699543749
472,ujae,8.9322,165.7642,28.32,79,98,9.49,MH,1699543749
473,rio claro,-22.4114,-47.5614,35.22,41,9,3.13,BR,1699543749
474,yonggang-up,38.8561,125.4244,2.52,52,84,8.77,KP,1699543750
475,mejit,10.2753,170.8646,27.88,81,100,9.78,MH,1699543750
476,kannangad,12.3081,75.1063,25.71,86,86,1.74,IN,1699543751
477,luderitz,-26.6481,15.1594,24.51,50,0,7.97,NA,1699543357
478,timbiqui,2.7717,-77.6654,28.68,78,100,1.64,CO,1699543751
479,egersund,58.4513,5.9997,8.38,85,98,4.64,NO,1699543751
480,bridgewater,44.3835,-64.5155,4.23,76,84,7.2,CA,1699543360
481,opuwo,-18.0607,13.84,37.29,10,21,3.22,NA,1699543220
482,plastun,44.7561,136.2939,4.6,93,100,2.58,RU,1699543752
483,darwin,-12.4611,130.8418,28.99,71,40,3.09,AU,1699543752
484,boa vista,2.8197,-60.6733,31.99,58,40,4.63,BR,1699543753
485,kristiansund,63.1115,7.732,7.03,61,0,2.06,NO,1699543210
486,elko,41.0002,-115.5012,-9.99,62,0,0.4,US,1699543753
487,warrnambool,-38.3833,142.4833,10.48,90,16,3.0,AU,1699543532
488,spring creek,40.7266,-115.5859,-10.17,56,0,0.39,US,1699543754
489,nago,26.5881,127.9761,26.24,89,47,3.67,JP,1699543382
490,antonio enes,-16.2325,39.9086,27.8,75,62,3.56,MZ,1699543754
491,si bun rueang,16.9667,102.2833,26.34,75,39,1.36,TH,1699543754
492,tanaina,61.6269,-149.4281,0.79,95,100,3.09,US,1699543755
493,camacupa,-12.0167,17.4833,25.81,48,96,1.8,AO,1699543755
494,papao,-17.75,-149.55,22.82,84,36,8.08,PF,1699543384
495,mermoz boabab,14.7065,-17.4758,32.31,51,72,5.14,SN,1699543756
496,gustavsberg,59.3268,18.3898,8.43,97,100,6.17,SE,1699543756
497,flekkefjord,58.2971,6.6607,7.19,90,100,1.71,NO,1699543757
498,shambu,9.5667,37.1,13.25,81,19,1.12,ET,1699543757
499,zhuji,29.7188,120.2423,16.95,95,100,1.04,CN,1699543757
500,east london,-33.0153,27.9116,21.52,68,75,2.06,ZA,1699543758
501,dryden,49.7833,-92.7503,-0.84,93,100,3.09,CA,1699543758
502,salzburg,47.7994,13.044,10.06,82,0,1.54,AT,1699543758
503,rosario do sul,-30.2583,-54.9142,18.81,92,100,5.82,BR,1699543759
504,miasskoye,55.2784,61.8905,3.26,85,77,2.84,RU,1699543760
505,princeville,45.7668,-61.2985,8.69,89,75,5.14,CA,1699543760
506,camaguey,21.3808,-77.9169,29.19,74,40,6.69,CU,1699543761
507,howrah,22.5892,88.3103,26.0,69,31,0.0,IN,1699543761
508,port augusta,-32.5,137.7667,26.81,26,6,4.89,AU,1699543761
509,mount gambier,-37.8333,140.7667,9.61,97,97,2.22,AU,1699543360
510,south hedland,-20.4089,118.5983,26.96,83,4,3.6,AU,1699543762
511,bardai,11.65,7.2333,33.77,14,45,1.91,NG,1699543390
512,chernyshevskiy,63.0128,112.4714,-14.07,81,94,4.18,RU,1699543763
513,charlottetown,46.2352,-63.1267,6.54,86,75,9.77,CA,1699543590
514,novaya igirma,57.1334,103.9112,-15.16,97,65,0.3,RU,1699543763
515,granville,-33.8333,151.0167,17.99,93,100,1.32,AU,1699543764
516,formosa,-26.1775,-58.1781,27.99,78,100,4.12,AR,1699543649
517,charlestown,-32.95,151.6667,18.71,95,100,1.75,AU,1699543764
518,taro,-8.3862,115.28,23.0,95,100,0.41,ID,1699543764
519,kidal,18.4411,1.4078,35.31,7,72,4.76,ML,1699543765
520,vitoria da conquista,-14.8661,-40.8394,29.91,33,2,2.52,BR,1699543753
521,sosnovka,56.255,51.2842,5.4,92,100,2.68,RU,1699543765
522,baffa,34.4378,73.2194,12.94,79,61,2.25,PK,1699543766
523,morehead city,34.7229,-76.726,22.8,77,0,5.66,US,1699543766
524,beau vallon,-20.4189,57.6953,26.23,78,40,4.63,MU,1699543766
525,murashi,59.3999,48.9615,3.69,94,99,1.56,RU,1699543767
526,ola,59.5833,151.2833,-18.46,85,2,4.52,RU,1699543382
527,sorong,-0.8833,131.25,26.59,83,100,2.66,ID,1699543767
528,guane,22.2025,-84.0875,27.04,70,21,4.71,CU,1699543767
529,okahao,-17.885,15.0667,37.37,12,5,3.59,NA,1699543768
530,mugia,43.1041,-9.2179,14.39,74,100,7.69,ES,1699543768
531,kijang,35.2442,129.2139,13.85,71,100,2.69,KR,1699543768
532,oxford,51.7522,-1.256,10.59,79,75,5.14,GB,1699543730
533,tan-tan,28.438,-11.1032,23.97,53,52,7.2,MA,1699543769
534,puerto san jose,13.9256,-90.8244,27.77,78,72,1.43,GT,1699543635
535,darab,28.7519,54.5444,19.98,27,0,0.18,IR,1699543770
536,norfolk,42.1668,-71.2495,4.14,89,100,0.0,US,1699543658
537,bam,29.106,58.357,20.38,32,0,2.99,IR,1699543770
538,new castle,41.0037,-80.347,12.01,83,100,3.6,US,1699543770
539,waimea,20.0231,-155.6717,18.03,92,0,0.89,US,1699543771
540,komotini,41.1228,25.3964,17.81,39,0,2.55,GR,1699543771
541,duliagaon,27.3667,95.3167,18.22,89,6,1.05,IN,1699543772
542,chipinge,-20.1883,32.6236,23.29,57,73,3.3,ZW,1699543772
543,ciudad lazaro cardenas,17.9583,-102.2,27.17,79,83,1.76,MX,1699543772
544,liezen,47.5667,14.2333,5.37,83,100,2.06,AT,1699543772
545,belyy yar,53.6039,91.3903,-15.06,85,19,1.0,RU,1699543284
546,chiang saen,20.2751,100.0869,25.13,91,10,0.18,TH,1699543584
547,dzuunharaa,48.8523,106.4579,-16.05,88,4,1.48,MN,1699543773
548,nova londrina,-22.7658,-52.985,37.66,28,95,4.31,BR,1699543774
549,el granada,37.5027,-122.4694,13.05,68,20,0.0,US,1699543400
550,taco pozo,-25.6167,-63.2833,22.91,80,100,3.72,AR,1699543774
551,shubarshi,48.5872,57.1869,8.41,62,68,3.39,KZ,1699543775
552,izazi,-7.2,35.7333,33.2,27,26,7.35,TZ,1699543775
553,mitu,1.1983,-70.1733,29.8,70,90,0.8,CO,1699543397
554,papa,47.33,17.4674,12.96,62,75,7.2,HU,1699543776
555,kuala belait,4.5833,114.1833,26.09,88,92,1.27,BN,1699543350
556,loen,7.7601,168.2307,26.57,91,100,7.79,MH,1699543776
557,kara,9.5511,1.1861,31.03,29,99,1.28,TG,1699543776
558,sampacho,-33.3839,-64.7221,26.3,20,17,8.99,AR,1699543777
559,chibougamau,49.9168,-74.3659,-9.21,86,75,4.12,CA,1699543777
560,arraial do cabo,-22.9661,-42.0278,30.92,51,0,9.77,BR,1699543230
561,el porvenir,13.7617,-87.3458,25.63,68,84,1.47,HN,1699543778
562,holualoa,19.6228,-155.9522,21.91,85,0,4.12,US,1699543301
